Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Jan 2, 2022 10:00 AM;Jan 2, 2022 11:00 AM;56,877.87;30,868.25;5,145.00;22,312.50;3,410.75;26,009.62
Jan 2, 2022 11:00 AM;Jan 2, 2022 12:00 PM;60,998.56;33,620.75;5,333.25;23,645.25;4,642.25;27,377.81
Jan 2, 2022 12:00 PM;Jan 2, 2022 1:00 PM;63,204.66;36,038.25;5,493.00;25,619.50;4,925.75;27,166.41
Jan 2, 2022 1:00 PM;Jan 2, 2022 2:00 PM;63,093.64;37,791.25;5,594.50;27,904.75;4,292.00;25,302.39
Jan 2, 2022 2:00 PM;Jan 2, 2022 3:00 PM;63,600.34;38,863.00;5,657.25;30,140.25;3,065.50;24,737.34
Jan 2, 2022 3:00 PM;Jan 2, 2022 4:00 PM;63,795.51;39,243.50;5,739.00;32,212.50;1,292.00;24,552.01
Jan 2, 2022 4:00 PM;Jan 2, 2022 5:00 PM;64,826.62;39,503.25;5,832.75;33,532.50;138.00;25,323.37
Jan 2, 2022 5:00 PM;Jan 2, 2022 6:00 PM;67,312.51;40,277.00;6,015.50;34,261.50;0.00;27,035.51
Jan 2, 2022 6:00 PM;Jan 2, 2022 7:00 PM;68,499.72;40,695.25;6,146.00;34,549.25;0.00;27,804.47
Jan 2, 2022 7:00 PM;Jan 2, 2022 8:00 PM;68,345.57;40,716.50;6,246.00;34,470.50;0.00;27,629.07
Jan 2, 2022 8:00 PM;Jan 2, 2022 9:00 PM;66,323.43;40,253.00;6,323.50;33,929.50;0.00;26,070.43
Jan 2, 2022 9:00 PM;Jan 2, 2022 10:00 PM;64,367.85;39,681.00;6,309.25;33,371.75;0.00;24,686.85
Jan 2, 2022 10:00 PM;Jan 2, 2022 11:00 PM;62,868.43;38,374.00;6,307.50;32,066.50;0.00;24,494.43
Jan 2, 2022 11:00 PM;Jan 3, 2022 12:00 AM;61,579.89;37,923.25;6,352.00;31,571.25;0.00;23,656.64
Jan 3, 2022 12:00 AM;Jan 3, 2022 1:00 AM;58,298.90;36,595.50;6,373.00;30,222.50;0.00;21,703.40
Jan 3, 2022 1:00 AM;Jan 3, 2022 2:00 AM;56,872.58;36,636.75;6,360.75;30,276.00;0.00;20,235.83
Jan 3, 2022 2:00 AM;Jan 3, 2022 3:00 AM;55,686.71;37,546.00;6,426.25;31,119.75;0.00;18,140.71
Jan 3, 2022 3:00 AM;Jan 3, 2022 4:00 AM;56,049.17;38,352.25;6,428.25;31,924.00;0.00;17,696.92
Jan 3, 2022 4:00 AM;Jan 3, 2022 5:00 AM;56,653.56;38,919.75;6,394.25;32,525.50;0.00;17,733.81
Jan 3, 2022 5:00 AM;Jan 3, 2022 6:00 AM;60,768.68;39,533.50;6,246.75;33,286.75;0.00;21,235.18
Jan 3, 2022 6:00 AM;Jan 3, 2022 7:00 AM;67,091.55;40,614.25;6,157.75;34,456.50;0.00;26,477.30
Jan 3, 2022 7:00 AM;Jan 3, 2022 8:00 AM;72,748.27;40,876.25;6,189.50;34,686.75;0.00;31,872.02
Jan 3, 2022 8:00 AM;Jan 3, 2022 9:00 AM;75,879.67;41,080.00;6,182.00;34,665.50;232.50;34,799.67
Jan 3, 2022 9:00 AM;Jan 3, 2022 10:00 AM;76,857.95;42,297.75;6,193.50;34,566.50;1,537.75;34,560.20
Jan 3, 2022 10:00 AM;Jan 3, 2022 11:00 AM;77,216.62;44,267.00;6,198.75;34,684.25;3,384.00;32,949.62
Jan 3, 2022 11:00 AM;Jan 3, 2022 12:00 PM;77,485.58;46,189.75;6,200.00;35,034.00;4,955.75;31,295.83
Jan 3, 2022 12:00 PM;Jan 3, 2022 1:00 PM;77,480.21;46,999.25;6,198.25;35,284.25;5,516.75;30,480.96
Jan 3, 2022 1:00 PM;Jan 3, 2022 2:00 PM;76,676.58;46,214.25;6,194.25;35,017.75;5,002.25;30,462.33
Jan 3, 2022 2:00 PM;Jan 3, 2022 3:00 PM;74,449.36;43,812.25;6,201.75;34,183.75;3,426.75;30,637.11
Jan 3, 2022 3:00 PM;Jan 3, 2022 4:00 PM;73,032.21;40,532.50;6,262.75;32,943.00;1,326.75;32,499.71
Jan 3, 2022 4:00 PM;Jan 3, 2022 5:00 PM;73,971.40;38,405.00;6,260.75;32,025.00;119.25;35,566.40
Jan 3, 2022 5:00 PM;Jan 3, 2022 6:00 PM;75,787.38;37,915.50;6,235.25;31,680.25;0.00;37,871.88
Jan 3, 2022 6:00 PM;Jan 3, 2022 7:00 PM;76,076.32;37,650.75;6,196.75;31,454.00;0.00;38,425.57
Jan 3, 2022 7:00 PM;Jan 3, 2022 8:00 PM;74,609.69;37,049.75;6,060.50;30,989.25;0.00;37,559.94
Jan 3, 2022 8:00 PM;Jan 3, 2022 9:00 PM;71,593.08;36,102.75;5,919.00;30,183.75;0.00;35,490.33
Jan 3, 2022 9:00 PM;Jan 3, 2022 10:00 PM;67,172.04;34,841.50;5,753.25;29,088.25;0.00;32,330.54
Jan 3, 2022 10:00 PM;Jan 3, 2022 11:00 PM;63,708.39;32,716.25;5,498.75;27,217.50;0.00;30,992.14
Jan 3, 2022 11:00 PM;Jan 4, 2022 12:00 AM;59,703.39;30,553.50;4,971.75;25,581.75;0.00;29,149.89
Jan 4, 2022 12:00 AM;Jan 4, 2022 1:00 AM;56,798.25;27,031.25;4,557.00;22,474.25;0.00;29,767.00
Jan 4, 2022 1:00 AM;Jan 4, 2022 2:00 AM;53,650.34;24,339.75;3,490.00;20,849.75;0.00;29,310.59
Jan 4, 2022 2:00 AM;Jan 4, 2022 3:00 AM;50,927.58;21,989.50;2,916.50;19,073.00;0.00;28,938.08
Jan 4, 2022 3:00 AM;Jan 4, 2022 4:00 AM;49,540.39;19,466.00;2,278.75;17,187.25;0.00;30,074.39
Jan 4, 2022 4:00 AM;Jan 4, 2022 5:00 AM;48,793.06;17,189.00;1,849.75;15,339.25;0.00;31,604.06
Jan 4, 2022 5:00 AM;Jan 4, 2022 6:00 AM;49,200.13;15,269.50;1,667.25;13,602.25;0.00;33,930.63
Jan 4, 2022 6:00 AM;Jan 4, 2022 7:00 AM;53,116.91;13,927.75;1,640.25;12,287.50;0.00;39,189.16
Jan 4, 2022 7:00 AM;Jan 4, 2022 8:00 AM;58,830.87;12,799.25;1,651.25;11,148.00;0.00;46,031.62
Jan 4, 2022 8:00 AM;Jan 4, 2022 9:00 AM;62,331.71;11,990.00;1,676.50;10,205.25;108.25;50,341.71
Jan 4, 2022 9:00 AM;Jan 4, 2022 10:00 AM;63,177.40;11,929.50;1,838.75;9,488.50;602.25;51,247.90
Jan 4, 2022 10:00 AM;Jan 4, 2022 11:00 AM;63,185.61;12,441.75;2,173.50;9,003.25;1,265.00;50,743.86
Jan 4, 2022 11:00 AM;Jan 4, 2022 12:00 PM;63,365.82;13,313.00;2,666.50;8,743.25;1,903.25;50,052.82
Jan 4, 2022 12:00 PM;Jan 4, 2022 1:00 PM;63,408.99;14,520.75;3,239.00;8,899.25;2,382.50;48,888.24
Jan 4, 2022 1:00 PM;Jan 4, 2022 2:00 PM;63,402.28;15,537.75;3,860.75;9,349.50;2,327.50;47,864.53
Jan 4, 2022 2:00 PM;Jan 4, 2022 3:00 PM;62,680.99;15,998.50;4,452.75;9,900.25;1,645.50;46,682.49
Jan 4, 2022 3:00 PM;Jan 4, 2022 4:00 PM;63,274.36;16,232.75;4,914.00;10,651.00;667.75;47,041.61
Jan 4, 2022 4:00 PM;Jan 4, 2022 5:00 PM;64,315.28;16,711.00;5,232.00;11,399.75;79.25;47,604.28
Jan 4, 2022 5:00 PM;Jan 4, 2022 6:00 PM;67,623.92;17,892.50;5,497.00;12,395.50;0.00;49,731.42
Jan 4, 2022 6:00 PM;Jan 4, 2022 7:00 PM;68,695.58;19,472.00;5,689.00;13,783.00;0.00;49,223.58
Jan 4, 2022 7:00 PM;Jan 4, 2022 8:00 PM;67,995.66;20,999.00;5,810.00;15,189.00;0.00;46,996.66
Jan 4, 2022 8:00 PM;Jan 4, 2022 9:00 PM;66,145.54;22,408.50;5,988.00;16,420.50;0.00;43,737.04
Jan 4, 2022 9:00 PM;Jan 4, 2022 10:00 PM;63,613.15;23,903.25;6,092.00;17,811.25;0.00;39,709.90
Jan 4, 2022 10:00 PM;Jan 4, 2022 11:00 PM;62,890.54;25,028.50;6,212.50;18,816.00;0.00;37,862.04
Jan 4, 2022 11:00 PM;Jan 5, 2022 12:00 AM;61,291.63;26,267.25;6,240.75;20,026.50;0.00;35,024.38
Jan 5, 2022 12:00 AM;Jan 5, 2022 1:00 AM;58,555.13;24,590.00;6,723.75;17,866.25;0.00;33,965.13
Jan 5, 2022 1:00 AM;Jan 5, 2022 2:00 AM;58,819.15;26,074.75;6,427.25;19,647.50;0.00;32,744.40
Jan 5, 2022 2:00 AM;Jan 5, 2022 3:00 AM;59,627.59;27,861.25;6,383.00;21,478.25;0.00;31,766.34
Jan 5, 2022 3:00 AM;Jan 5, 2022 4:00 AM;60,508.48;29,659.75;6,349.75;23,310.00;0.00;30,848.73
Jan 5, 2022 4:00 AM;Jan 5, 2022 5:00 AM;62,522.09;31,533.50;6,331.50;25,202.00;0.00;30,988.59
Jan 5, 2022 5:00 AM;Jan 5, 2022 6:00 AM;65,769.86;33,310.50;6,340.00;26,970.50;0.00;32,459.36
Jan 5, 2022 6:00 AM;Jan 5, 2022 7:00 AM;70,818.43;35,646.25;6,243.25;29,403.00;0.00;35,172.18
Jan 5, 2022 7:00 AM;Jan 5, 2022 8:00 AM;74,664.90;37,309.25;6,234.25;31,075.00;0.00;37,355.65
Jan 5, 2022 8:00 AM;Jan 5, 2022 9:00 AM;77,217.58;38,963.25;6,296.75;32,388.00;278.50;38,254.33
Jan 5, 2022 9:00 AM;Jan 5, 2022 10:00 AM;78,488.27;41,454.00;6,400.00;33,215.50;1,838.50;37,034.27
Jan 5, 2022 10:00 AM;Jan 5, 2022 11:00 AM;79,378.44;44,066.00;6,460.50;33,676.00;3,929.50;35,312.44
Jan 5, 2022 11:00 AM;Jan 5, 2022 12:00 PM;80,637.86;46,042.50;6,537.50;33,953.25;5,551.75;34,595.36
Jan 5, 2022 12:00 PM;Jan 5, 2022 1:00 PM;80,058.63;46,568.25;6,552.00;34,136.00;5,880.25;33,490.38
Jan 5, 2022 1:00 PM;Jan 5, 2022 2:00 PM;78,845.14;45,708.50;6,568.25;34,106.50;5,033.75;33,136.64
Jan 5, 2022 2:00 PM;Jan 5, 2022 3:00 PM;76,722.28;43,695.75;6,565.00;33,683.25;3,447.50;33,026.53
Jan 5, 2022 3:00 PM;Jan 5, 2022 4:00 PM;75,720.98;41,024.75;6,573.25;33,037.50;1,414.00;34,696.23
Jan 5, 2022 4:00 PM;Jan 5, 2022 5:00 PM;76,142.95;38,971.00;6,558.75;32,263.75;148.50;37,171.95
Jan 5, 2022 5:00 PM;Jan 5, 2022 6:00 PM;77,113.40;37,857.00;6,511.75;31,345.25;0.00;39,256.40
Jan 5, 2022 6:00 PM;Jan 5, 2022 7:00 PM;76,287.74;36,716.00;6,438.25;30,277.75;0.00;39,571.74
Jan 5, 2022 7:00 PM;Jan 5, 2022 8:00 PM;74,471.14;35,234.25;6,301.50;28,932.75;0.00;39,236.89
Jan 5, 2022 8:00 PM;Jan 5, 2022 9:00 PM;70,766.21;33,615.50;6,090.50;27,525.00;0.00;37,150.71
Jan 5, 2022 9:00 PM;Jan 5, 2022 10:00 PM;66,981.29;32,110.25;5,945.75;26,164.50;0.00;34,871.04
Jan 5, 2022 10:00 PM;Jan 5, 2022 11:00 PM;64,296.40;30,181.75;5,726.75;24,455.00;0.00;34,114.65
Jan 5, 2022 11:00 PM;Jan 6, 2022 12:00 AM;61,127.54;28,749.25;5,664.00;23,085.25;0.00;32,378.29
Jan 6, 2022 12:00 AM;Jan 6, 2022 1:00 AM;59,124.92;27,601.75;5,216.75;22,385.00;0.00;31,523.17
Jan 6, 2022 1:00 AM;Jan 6, 2022 2:00 AM;57,826.71;26,472.25;5,449.75;21,022.50;0.00;31,354.46
Jan 6, 2022 2:00 AM;Jan 6, 2022 3:00 AM;57,317.63;24,939.00;5,613.50;19,325.50;0.00;32,378.63
Jan 6, 2022 3:00 AM;Jan 6, 2022 4:00 AM;56,161.41;23,214.50;5,734.75;17,479.75;0.00;32,946.91
Jan 6, 2022 4:00 AM;Jan 6, 2022 5:00 AM;55,871.39;21,319.50;5,570.00;15,749.50;0.00;34,551.89
Jan 6, 2022 5:00 AM;Jan 6, 2022 6:00 AM;55,725.10;19,162.00;4,984.75;14,177.25;0.00;36,563.10
Jan 6, 2022 6:00 AM;Jan 6, 2022 7:00 AM;57,858.85;17,258.75;4,165.75;13,093.00;0.00;40,600.10
Jan 6, 2022 7:00 AM;Jan 6, 2022 8:00 AM;60,108.99;15,409.75;3,315.75;12,094.00;0.00;44,699.24
Jan 6, 2022 8:00 AM;Jan 6, 2022 9:00 AM;62,525.51;13,934.50;2,484.25;11,086.75;363.50;48,591.01
Jan 6, 2022 9:00 AM;Jan 6, 2022 10:00 AM;63,238.33;14,924.75;1,801.00;9,930.75;3,193.00;48,313.58
Jan 6, 2022 10:00 AM;Jan 6, 2022 11:00 AM;64,853.76;16,781.00;1,298.75;8,447.25;7,035.00;48,072.76
Jan 6, 2022 11:00 AM;Jan 6, 2022 12:00 PM;64,815.16;18,092.75;967.50;6,848.25;10,277.00;46,722.41
Jan 6, 2022 12:00 PM;Jan 6, 2022 1:00 PM;63,616.46;18,031.75;818.25;5,554.50;11,659.00;45,584.71
Jan 6, 2022 1:00 PM;Jan 6, 2022 2:00 PM;60,351.59;16,063.00;870.75;4,631.25;10,561.00;44,288.59
Jan 6, 2022 2:00 PM;Jan 6, 2022 3:00 PM;57,922.83;12,481.25;1,097.25;4,023.00;7,361.00;45,441.58
Jan 6, 2022 3:00 PM;Jan 6, 2022 4:00 PM;55,735.99;8,489.25;1,391.25;3,986.75;3,111.25;47,246.74
Jan 6, 2022 4:00 PM;Jan 6, 2022 5:00 PM;55,465.99;6,685.50;1,746.00;4,667.00;272.50;48,780.49
Jan 6, 2022 5:00 PM;Jan 6, 2022 6:00 PM;59,833.70;8,252.75;2,468.00;5,784.75;0.00;51,580.95
Jan 6, 2022 6:00 PM;Jan 6, 2022 7:00 PM;61,552.58;10,627.00;3,531.50;7,095.50;0.00;50,925.58
Jan 6, 2022 7:00 PM;Jan 6, 2022 8:00 PM;61,506.62;13,153.75;4,585.25;8,568.50;0.00;48,352.87
Jan 6, 2022 8:00 PM;Jan 6, 2022 9:00 PM;60,459.63;15,327.00;5,401.50;9,925.50;0.00;45,132.63
Jan 6, 2022 9:00 PM;Jan 6, 2022 10:00 PM;59,229.53;17,061.50;5,831.75;11,229.75;0.00;42,168.03
Jan 6, 2022 10:00 PM;Jan 6, 2022 11:00 PM;59,601.84;18,602.25;6,052.00;12,550.25;0.00;40,999.59
Jan 6, 2022 11:00 PM;Jan 7, 2022 12:00 AM;58,463.94;20,187.00;6,168.00;14,019.00;0.00;38,276.94
Jan 7, 2022 12:00 AM;Jan 7, 2022 1:00 AM;57,619.99;23,044.75;6,343.25;16,701.50;0.00;34,575.24
Jan 7, 2022 1:00 AM;Jan 7, 2022 2:00 AM;56,937.16;24,259.25;6,287.25;17,972.00;0.00;32,677.91
Jan 7, 2022 2:00 AM;Jan 7, 2022 3:00 AM;57,953.93;25,421.00;6,211.75;19,209.25;0.00;32,532.93
Jan 7, 2022 3:00 AM;Jan 7, 2022 4:00 AM;58,600.21;26,468.75;6,151.50;20,317.25;0.00;32,131.46
Jan 7, 2022 4:00 AM;Jan 7, 2022 5:00 AM;60,326.96;27,602.75;6,206.50;21,396.25;0.00;32,724.21
Jan 7, 2022 5:00 AM;Jan 7, 2022 6:00 AM;63,430.19;28,757.00;6,221.50;22,535.50;0.00;34,673.19
Jan 7, 2022 6:00 AM;Jan 7, 2022 7:00 AM;68,848.41;30,236.00;6,152.25;24,083.75;0.00;38,612.41
Jan 7, 2022 7:00 AM;Jan 7, 2022 8:00 AM;73,912.34;31,156.00;6,144.50;25,011.50;0.00;42,756.34
Jan 7, 2022 8:00 AM;Jan 7, 2022 9:00 AM;77,225.52;32,095.75;6,226.25;25,610.75;258.75;45,129.77
Jan 7, 2022 9:00 AM;Jan 7, 2022 10:00 AM;77,981.81;33,628.25;6,260.50;25,782.00;1,585.75;44,353.56
Jan 7, 2022 10:00 AM;Jan 7, 2022 11:00 AM;77,515.14;34,962.00;6,296.00;25,466.25;3,199.75;42,553.14
Jan 7, 2022 11:00 AM;Jan 7, 2022 12:00 PM;76,526.92;35,129.50;6,320.75;24,607.25;4,201.50;41,397.42
Jan 7, 2022 12:00 PM;Jan 7, 2022 1:00 PM;75,957.56;34,471.00;6,322.00;23,896.50;4,252.50;41,486.56
Jan 7, 2022 1:00 PM;Jan 7, 2022 2:00 PM;74,681.34;32,946.75;6,287.75;23,226.50;3,432.50;41,734.59
Jan 7, 2022 2:00 PM;Jan 7, 2022 3:00 PM;71,933.50;30,822.25;6,229.00;22,341.00;2,252.25;41,111.25
Jan 7, 2022 3:00 PM;Jan 7, 2022 4:00 PM;70,796.53;28,516.50;6,100.25;21,484.00;932.25;42,280.03
Jan 7, 2022 4:00 PM;Jan 7, 2022 5:00 PM;70,709.60;26,982.50;5,830.75;21,052.50;99.25;43,727.10
Jan 7, 2022 5:00 PM;Jan 7, 2022 6:00 PM;72,738.40;26,477.25;5,436.50;21,040.75;0.00;46,261.15
Jan 7, 2022 6:00 PM;Jan 7, 2022 7:00 PM;73,041.07;25,977.50;4,910.75;21,066.75;0.00;47,063.57
Jan 7, 2022 7:00 PM;Jan 7, 2022 8:00 PM;72,081.68;25,266.50;4,349.50;20,917.00;0.00;46,815.18
Jan 7, 2022 8:00 PM;Jan 7, 2022 9:00 PM;68,092.62;24,321.25;4,031.25;20,290.00;0.00;43,771.37
Jan 7, 2022 9:00 PM;Jan 7, 2022 10:00 PM;64,590.94;23,212.50;3,825.50;19,387.00;0.00;41,378.44
Jan 7, 2022 10:00 PM;Jan 7, 2022 11:00 PM;61,412.65;21,779.00;3,669.25;18,109.75;0.00;39,633.65
Jan 7, 2022 11:00 PM;Jan 8, 2022 12:00 AM;57,087.33;20,463.75;3,511.75;16,952.00;0.00;36,623.58
Jan 8, 2022 12:00 AM;Jan 8, 2022 1:00 AM;53,138.35;15,862.00;2,591.25;13,270.75;0.00;37,276.35
Jan 8, 2022 1:00 AM;Jan 8, 2022 2:00 AM;52,053.49;15,151.00;2,568.25;12,582.75;0.00;36,902.49
Jan 8, 2022 2:00 AM;Jan 8, 2022 3:00 AM;51,561.67;14,864.50;2,711.00;12,153.50;0.00;36,697.17
Jan 8, 2022 3:00 AM;Jan 8, 2022 4:00 AM;51,378.75;14,901.00;2,872.50;12,028.50;0.00;36,477.75
Jan 8, 2022 4:00 AM;Jan 8, 2022 5:00 AM;51,698.36;14,945.50;2,916.75;12,028.75;0.00;36,752.86
Jan 8, 2022 5:00 AM;Jan 8, 2022 6:00 AM;52,067.53;14,912.25;2,941.50;11,970.75;0.00;37,155.28
Jan 8, 2022 6:00 AM;Jan 8, 2022 7:00 AM;52,949.62;15,143.50;2,935.50;12,208.00;0.00;37,806.12
Jan 8, 2022 7:00 AM;Jan 8, 2022 8:00 AM;54,023.65;15,582.75;2,953.75;12,629.00;0.00;38,440.90
Jan 8, 2022 8:00 AM;Jan 8, 2022 9:00 AM;57,663.50;16,368.25;2,987.50;13,209.50;171.25;41,295.25
Jan 8, 2022 9:00 AM;Jan 8, 2022 10:00 AM;60,556.58;18,162.75;2,985.25;13,725.25;1,452.25;42,393.83
Jan 8, 2022 10:00 AM;Jan 8, 2022 11:00 AM;62,188.02;20,593.00;3,238.50;14,007.25;3,347.25;41,595.02
Jan 8, 2022 11:00 AM;Jan 8, 2022 12:00 PM;63,490.72;23,215.50;4,093.75;14,218.25;4,903.50;40,275.22
Jan 8, 2022 12:00 PM;Jan 8, 2022 1:00 PM;64,510.15;25,276.00;5,174.00;14,579.50;5,522.50;39,234.15
Jan 8, 2022 1:00 PM;Jan 8, 2022 2:00 PM;64,324.85;26,210.50;5,882.75;15,344.50;4,983.25;38,114.35
Jan 8, 2022 2:00 PM;Jan 8, 2022 3:00 PM;63,533.48;26,212.75;6,236.00;16,347.50;3,629.25;37,320.73
Jan 8, 2022 3:00 PM;Jan 8, 2022 4:00 PM;63,418.34;25,619.25;6,438.75;17,577.50;1,603.00;37,799.09
Jan 8, 2022 4:00 PM;Jan 8, 2022 5:00 PM;64,527.42;26,290.25;6,536.75;19,593.50;160.00;38,237.17
Jan 8, 2022 5:00 PM;Jan 8, 2022 6:00 PM;68,076.08;28,577.75;6,570.50;22,007.25;0.00;39,498.33
Jan 8, 2022 6:00 PM;Jan 8, 2022 7:00 PM;69,754.06;30,823.25;6,590.75;24,232.50;0.00;38,930.81
Jan 8, 2022 7:00 PM;Jan 8, 2022 8:00 PM;70,201.29;32,759.50;6,559.00;26,200.50;0.00;37,441.79
Jan 8, 2022 8:00 PM;Jan 8, 2022 9:00 PM;68,255.98;34,217.50;6,501.75;27,715.75;0.00;34,038.48
Jan 8, 2022 9:00 PM;Jan 8, 2022 10:00 PM;65,765.46;35,119.50;6,254.50;28,865.00;0.00;30,645.96
Jan 8, 2022 10:00 PM;Jan 8, 2022 11:00 PM;64,257.07;35,280.50;6,186.00;29,094.50;0.00;28,976.57
Jan 8, 2022 11:00 PM;Jan 9, 2022 12:00 AM;62,963.43;35,224.00;6,018.00;29,206.00;0.00;27,739.43
Jan 9, 2022 12:00 AM;Jan 9, 2022 1:00 AM;59,402.45;35,010.50;5,957.50;29,053.00;0.00;24,391.95
Jan 9, 2022 1:00 AM;Jan 9, 2022 2:00 AM;56,760.55;33,963.00;5,411.50;28,551.50;0.00;22,797.55
Jan 9, 2022 2:00 AM;Jan 9, 2022 3:00 AM;55,258.83;33,083.75;5,200.00;27,883.75;0.00;22,175.08
Jan 9, 2022 3:00 AM;Jan 9, 2022 4:00 AM;53,714.90;32,533.50;5,321.25;27,212.25;0.00;21,181.40
Jan 9, 2022 4:00 AM;Jan 9, 2022 5:00 AM;53,062.32;31,648.50;5,398.75;26,249.75;0.00;21,413.82
Jan 9, 2022 5:00 AM;Jan 9, 2022 6:00 AM;53,363.96;30,575.75;5,492.25;25,083.50;0.00;22,788.21
Jan 9, 2022 6:00 AM;Jan 9, 2022 7:00 AM;54,988.46;30,318.00;5,583.00;24,735.00;0.00;24,670.46
Jan 9, 2022 7:00 AM;Jan 9, 2022 8:00 AM;56,538.66;30,022.50;5,612.25;24,410.25;0.00;26,516.16
